,belongs_to_collection,genres,id,overview,popularity,production_companies,status,tagline,title,vote_average,vote_count,director
24270,,"Drama, Comedy",239678,"When their father passes away, four grown, world-weary siblings return to their childhood home and are requested -- with an admonition -- to stay there together for a week, along with their free-speaking mother and a collection of spouses, exes and might-have-beens. As the brothers and sisters re-examine their shared history and the status of each tattered relationship among those who know and love them best, they reconnect in hysterically funny and emotionally significant ways.",11.313659,"[{'name': 'Spring Creek Productions', 'id': 705}, {'name': '21 Laps Entertainment', 'id': 2575}, {'name': 'Warner Bros.', 'id': 6194}]",Released,Welcome Home. Get Uncomfortable.,This Is Where I Leave You,6.5,512.0,['Shawn Levy']
22995,,"Drama, Comedy, Crime",175291,"Recently fired and facing eviction, a new dad has his life turned upside down when he meets a wealthy couple who offer a path to financial security... but at a price.",11.311004,"[{'name': 'New Artists Alliance', 'id': 5124}, {'name': 'Snowfort Pictures', 'id': 7787}]",Released,Get ready for the night of your life,Cheap Thrills,6.3,156.0,['E.L. Katz']
25602,,"Action, Crime, Thriller",120605,"Frank Castle is staying in a bad neighborhood, where he encounters a gang that terrorizes its residents.",11.309444,"[{'name': '1984 Private Defense Contractors', 'id': 8532}]",Released,What's the difference between justice and punishment?,The Punisher: Dirty Laundry,7.3,144.0,['Phil Joanou']
6915,,Drama,1626,Twelve episodic tales in the life of a Parisian woman and her slow descent into prostitution.,11.30591,"[{'name': 'Pathé Consortium Cinéma', 'id': 220}, {'name': 'Les Films de la Pléiade', 'id': 745}, {'name': 'The Criterion Collection', 'id': 10932}]",Released,The many faces of a woman trying to find herself in a world of men.,Vivre Sa Vie,7.6,105.0,['Jean-Luc Godard']
212,Before... Collection,"Drama, Romance",76,"A dialogue marathon of a film, this fairytale love story of an American boy and French girl. During a day and a night together in Vienna their two hearts collide.",11.304979,"[{'name': 'Detour Film Production', 'id': 98}, {'name': 'Warner Bros.', 'id': 6194}]",Released,Can the greatest romance of your life last only one night?,Before Sunrise,7.7,984.0,['Richard Linklater']
28818,,"Adventure, Family, Fantasy",266647,"Living a bleak existence at a London orphanage, 12-year-old Peter finds himself whisked away to the fantastical world of Neverland. Adventure awaits as he meets new friend James Hook and the warrior Tiger Lily. They must band together to save Neverland from the ruthless pirate Blackbeard. Along the way, the rebellious and mischievous boy discovers his true destiny, becoming the hero forever known as Peter Pan.",11.30428,"[{'name': 'Warner Bros.', 'id': 6194}, {'name': 'Moving Picture Company (MPC)', 'id': 20478}, {'name': 'Berlanti Productions', 'id': 27711}, {'name': 'RatPac-Dune Entertainment', 'id': 41624}]",Released,Every legend has a beginning.,Pan,5.9,979.0,['Joe Wright']
2690,,Comedy,14170,"Chevy Chase stars as Andy Farmer, a sportswriter who moves with his schoolteacher wife Elizabeth (Madolyn Smith) to the country in order to write a novel in relative seclusion. Of course, seclusion is the last thing the Farmers find in the small, eccentric town, where disaster awaits them at every turn.",11.303489,"[{'name': 'Warner Bros.', 'id': 6194}]",Released,Chevy Chase finds life in the country isn't what it's cracked up to be!,Funny Farm,6.0,74.0,['George Roy Hill']
20545,Before... Collection,"Romance, Drama",132344,We meet Jesse and Celine nine years on in Greece. Almost two decades have passed since their first meeting on that train bound for Vienna.,11.30324,"[{'name': 'Sony Pictures Classics', 'id': 58}, {'name': 'Castle Rock Entertainment', 'id': 97}, {'name': 'Detour Filmproduction', 'id': 11510}, {'name': 'Faliro House Productions', 'id': 19246}, {'name': 'Venture Forth', 'id': 20313}]",Released,Everything's better with maturity.,Before Midnight,7.3,583.0,['Richard Linklater']
7829,,"Crime, Drama, Thriller",15794,"A psychopathic criminal (Cagney) with a mother complex makes a daring break from prison and then leads his old gang in a chemical plant payroll heist. After the heist, events take a crazy turn.",11.300976,"[{'name': 'Warner Bros.', 'id': 6194}]",Released,"Pick up the pieces folks, Jimmy's in action again!",White Heat,7.8,92.0,['Raoul Walsh']
4145,,"Action, Crime, Drama, Thriller",111,"After getting a green card in exchange for assassinating a Cuban government official, Tony Montana stakes a claim on the drug trade in Miami. Viciously murdering anyone who stands in his way, Tony eventually becomes the biggest drug lord in the state, controlling nearly all the cocaine that comes through Miami. But increased pressure from the police, wars with Colombian drug cartels and his own drug-fueled paranoia serve to fuel the flames of his eventual downfall.",11.299673,"[{'name': 'Universal Pictures', 'id': 33}]",Released,The world is yours...,Scarface,8.0,3017.0,['Brian De Palma']
342,,"Thriller, Drama, Romance",10497,"An embittered husband, paralyzed and in a wheelchair, buttonholes a complete stranger and begins to tell him the story of his marriage. The stranger would like to escape, but cannot. For one thing he grows fascinated by the story. For another he is mesmerized by the man's wife, who has perfected that trick of looking a man boldly in the eye until, by looking away, he concedes sexual supremacy.",11.298195,"[{'name': 'Fine Line Features', 'id': 8}, {'name': 'R.P. Productions', 'id': 355}, {'name': 'Columbia Pictures Corporation', 'id': 441}, {'name': 'Les Films Alain Sarde', 'id': 635}, {'name': 'Canal+', 'id': 5358}, {'name': 'Timothy Burrill Productions', 'id': 8131}]",Released,A kinky voyage with a full head of steam.,Bitter Moon,7.0,115.0,['Roman Polanski']
19445,,Science Fiction,112090,"In a dystopian future, where corporate brands have created a disillusioned population, one man's effort to unlock the truth behind the conspiracy leads to an epic battle with hidden forces that control the world.",11.297363,"[{'name': 'Lionsgate', 'id': 1632}, {'name': 'TNT', 'id': 21928}, {'name': 'Bomar OOD', 'id': 28176}, {'name': 'Mirumir', 'id': 58137}]",Released,The Mad Cow,Branded,4.6,69.0,"['Jamie Bradshaw', 'Aleksandr Dulerayn']"
20891,,"Comedy, Drama",19688,"The film follows Grace, a young woman whose irresponsible mother blows her college fund on her younger sister's beauty pageant campaign.",11.295267,"[{'name': 'Bold Films', 'id': 2266}, {'name': 'Louisiana Media Productions', 'id': 5515}, {'name': 'Nowhere Films Louisiana Productions', 'id': 52017}]",Released,Life Without a Road Map...,Middle of Nowhere,6.1,20.0,['John Stockwell']
1779,,"Science Fiction, Action, Thriller",929,"When a freighter is viciously attacked in the Pacific Ocean, a team of experts -- including biologist Niko Tatopoulos and scientists Elsie Chapman and Mendel Craven -- concludes that an oversized reptile is the culprit. Before long, the giant lizard is loose in Manhattan, destroying everything within its reach. The team chases the monster to Madison Square Garden, where a brutal battle ensues.",11.295121,"[{'name': 'TriStar Pictures', 'id': 559}, {'name': 'Centropolis Film Productions', 'id': 620}, {'name': 'Toho Company', 'id': 882}, {'name': 'Independent Pictures (II)', 'id': 2833}, {'name': 'Fried Films', 'id': 11343}]",Released,Size does matter.,Godzilla,5.3,1075.0,['Roland Emmerich']
2798,,"Drama, Action, Comedy",11712,"Toshiro Mifune swaggers and snarls to brilliant comic effect in Kurosawa's tightly paced, beautifully composed ""Sanjuro."" In this companion piece and sequel to ""Yojimbo,"" jaded samurai Sanjuro helps an idealistic group of young warriors weed out their clan's evil influences, and in the process turns their image of a proper samurai on its ear.",11.293611,"[{'name': 'Toho Company', 'id': 882}]",Released,Akira Kurosawa's Powerful and Newest Japanese Masterpiece,Sanjuro,7.8,122.0,['Akira Kurosawa']
20507,,Comedy,107811,"Brilliant student Jeff Chang has the most important interview of his life tomorrow.  But today is still his birthday, what starts off as a casual celebration with friends evolves into a night of debauchery that risks to derail his life plan.",11.29356,"[{'name': 'Relativity Media', 'id': 7295}, {'name': 'Virgin Produced', 'id': 8852}, {'name': 'Mandeville Films', 'id': 10227}, {'name': 'SkyLand Entertainment', 'id': 52337}]",Released,Finally.,21 & Over,5.7,748.0,"['Jon Lucas', 'Scott Moore']"
4438,,"Action, Horror, Science Fiction, Thriller",8337,"Nada, a down-on-his-luck construction worker, discovers a pair of special sunglasses. Wearing them, he is able to see the world as it really is: people being bombarded by media and government with messages like ""Stay Asleep"", ""No Imagination"", ""Submit to Authority"". Even scarier is that he is able to see that some usually normal-looking people are in fact ugly aliens in charge of the massive campaign to keep humans subdued.",11.292364,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Alive Films', 'id': 17823}, {'name': 'Larry Franco Productions', 'id': 17824}]",Released,Who are they? And what do they want?,They Live,7.1,562.0,['John Carpenter']
10879,,"Fantasy, Romance, Family, Comedy",14191,"Two teenage girls discover that mermaids really do exist after a violent storm washes one ashore. The mermaid, a sassy creature named Aquamarine, is determined to prove to her father that real love exists, and enlists the girls' help in winning the heart of a handsome lifeguard.",11.29062,"[{'name': 'Fox 2000 Pictures', 'id': 711}, {'name': 'Storefront Pictures', 'id': 7747}]",Released,A Fish-Out-Of-Water Comedy.,Aquamarine,5.8,372.0,['Elizabeth Allen Rosenbaum']
6901,,Horror,29437,"After undergoing radical surgery for injuries from a motorcycle accident, a young woman develops a strange phallic growth on her body and a thirst for human blood -- the only nourishment that will now sustain her.",11.284126,"[{'name': 'Canadian Film Development Corporation (CFDC)', 'id': 4952}, {'name': 'Cinépix', 'id': 6270}, {'name': 'The Dilbar Syndicate', 'id': 46689}, {'name': 'Cinema Entertainment Enterprises Ltd.', 'id': 46690}, {'name': 'Famous Players Film Corporation [ca]', 'id': 88951}]",Released,Pray it doesn't happen to you.,Rabid,6.4,90.0,['David Cronenberg']
5672,,"Drama, Romance",1360,"""Frida"" chronicles the life Frida Kahlo shared unflinchingly and openly with Diego Rivera, as the young couple took the art world by storm. From her complex and enduring relationship with her mentor and husband to her illicit and controversial affair with Leon Trotsky, to her provocative and romantic entanglements with women, Frida Kahlo lived a bold and uncompromising life as a political, artistic, and sexual revolutionary",11.283472,"[{'name': 'Miramax Films', 'id': 14}, {'name': 'Lions Gate Films', 'id': 35}, {'name': 'Ventanarosa Productions', 'id': 689}, {'name': 'Handprint Entertainment', 'id': 690}]",Released,Prepare to be seduced,Frida,7.3,397.0,['Julie Taymor']
5273,,Drama,17734,"The lives of a lawyer, an actuary, a housecleaner, a professor, and the people around them intersect as they ponder order and happiness in the face of life's cold unpredictability.",11.283079,[],Released,Ask yourself if you're really happy.,Thirteen Conversations About One Thing,6.4,25.0,['Jill Sprecher']
42244,,"Action, Animation, Fantasy, Science Fiction, Thriller",408220,Beings with supernatural powers join together to fight against supernatural villains.,11.279503,"[{'name': 'Warner Bros. Animation', 'id': 2785}, {'name': 'DC Entertainment', 'id': 9993}]",Released,,Justice League Dark,7.0,171.0,['Jay Oliva']
6950,,"Drama, Romance",1976,"In 1850s Louisiana, the willfulness of a tempestuous Southern belle threatens to destroy all who care for her.",11.277226,"[{'name': 'Warner Bros.', 'id': 6194}]",Released,A Fearless Feminine Creature with a heart full of love!,Jezebel,7.2,39.0,['William Wyler']
11587,,Comedy,10758,"Jenna is a pregnant, unhappily married waitress in the deep south. She meets a newcomer to her town and falls into an unlikely relationship as a last attempt at happiness.",11.276024,"[{'name': 'Night and Day Pictures', 'id': 24133}]",Released,If only life were as easy as pie,Waitress,6.6,132.0,['Adrienne Shelly']
15962,,Drama,44113,"Parole officer Jack Mabry has only a few weeks left before retirement and wishes to finish out the cases he's been assigned. One such case is that of Gerald 'Stone' Creeson, a convicted arsonist who is up for parole. Jack is initially reluctant to indulge Stone in the coarse banter he wishes to pursue and feels little sympathy for the prisoner's pleads for an early release. Seeing little hope in convincing Jack himself, Stone arranges for his wife to seduce the officer, but motives and intentions steadily blur amidst the passions and buried secrets of the corrupted players in this deadly game of deception.",11.275132,"[{'name': 'Stone Productions', 'id': 6572}, {'name': 'Mimran Schur Pictures', 'id': 6573}]",Released,Some People Tell Lies. Others Live Them.,Stone,5.2,195.0,['John Curran']
